,ratio,accuracy,name
0,0.1,0.7955555319786072,CNN 5 S
1,0.2,0.8317499756813049,CNN 5 S
2,0.30000000000000004,0.8309999704360962,CNN 5 S
3,0.4,0.843500018119812,CNN 5 S
4,0.5,0.859000027179718,CNN 5 S
5,0.6,0.8544999957084656,CNN 5 S
6,0.7000000000000001,0.8676666617393494,CNN 5 S
7,0.8,0.8629999756813049,CNN 5 S
8,0.9,0.8610000014305115,CNN 5 S
