,epochs,accuracy,name
0,1,0.8575000166893005,CNN 10
1,2,0.8659999966621399,CNN 10
2,3,0.8585000038146973,CNN 10
3,4,0.8554999828338623,CNN 10
4,5,0.8629999756813049,CNN 10
5,6,0.8644999861717224,CNN 10
6,7,0.8629999756813049,CNN 10
7,8,0.8634999990463257,CNN 10
8,9,0.8659999966621399,CNN 10
9,10,0.8659999966621399,CNN 10
