,epochs,accuracy,name
0,1,0.8690000176429749,CNN 2 S
1,2,0.8679999709129333,CNN 2 S
2,3,0.8700000047683716,CNN 2 S
3,4,0.8600000143051147,CNN 2 S
4,5,0.8700000047683716,CNN 2 S
5,6,0.8715000152587891,CNN 2 S
6,7,0.871999979019165,CNN 2 S
7,8,0.8740000128746033,CNN 2 S
8,9,0.8774999976158142,CNN 2 S
9,10,0.8734999895095825,CNN 2 S
