,epochs,accuracy,name
0,1,0.8690000176429749,CNN 5 S
1,2,0.8575000166893005,CNN 5 S
2,3,0.8694999814033508,CNN 5 S
3,4,0.8730000257492065,CNN 5 S
4,5,0.8659999966621399,CNN 5 S
5,6,0.8650000095367432,CNN 5 S
6,7,0.8725000023841858,CNN 5 S
7,8,0.8615000247955322,CNN 5 S
8,9,0.8654999732971191,CNN 5 S
9,10,0.8830000162124634,CNN 5 S
