,epochs,accuracy,name
0,1,0.8805000185966492,CNN 2
1,2,0.8700000047683716,CNN 2
2,3,0.8805000185966492,CNN 2
3,4,0.8694999814033508,CNN 2
4,5,0.8849999904632568,CNN 2
5,6,0.8895000219345093,CNN 2
6,7,0.8880000114440918,CNN 2
7,8,0.8840000033378601,CNN 2
8,9,0.8820000290870667,CNN 2
9,10,0.8859999775886536,CNN 2
