,epochs,accuracy,name
0,1,0.8585000038146973,CNN 1 S
1,2,0.875,CNN 1 S
2,3,0.8700000047683716,CNN 1 S
3,4,0.8665000200271606,CNN 1 S
4,5,0.8675000071525574,CNN 1 S
5,6,0.8675000071525574,CNN 1 S
6,7,0.8650000095367432,CNN 1 S
7,8,0.8715000152587891,CNN 1 S
8,9,0.8700000047683716,CNN 1 S
9,10,0.8690000176429749,CNN 1 S
